,leiden_subclusters,labels
26476,3,Transitional B cells
26477,0,CD4 T cells
26478,4,Mature B cells
26479,3,Transitional B cells
26480,11,MZ B cells
26481,0,CD4 T cells
26482,7,Mature B cells
26483,28,pDCs
26484,3,Transitional B cells
26485,2,CD8 T cells
26486,"15,0",cDC2s
26487,1,Mature B cells
26488,7,Mature B cells
26489,4,Mature B cells
26490,0,CD4 T cells
26491,5,Mature B cells
26492,1,Mature B cells
26493,5,Mature B cells
26494,2,CD8 T cells
26495,4,Mature B cells
26496,4,Mature B cells
26497,4,Mature B cells
26498,0,CD4 T cells
26499,2,CD8 T cells
26500,1,Mature B cells
26501,11,MZ B cells
26502,0,CD4 T cells
26503,6,CD122+ CD8 T cells
26504,0,CD4 T cells
26505,3,Transitional B cells
26506,21,B doublets
26507,0,CD4 T cells
26508,11,MZ B cells
26509,"10,0",Tregs
26510,"15,1",cDC1s
26511,2,CD8 T cells
26512,0,CD4 T cells
26513,17,Low quality B cells
26514,0,CD4 T cells
26515,7,Mature B cells
26516,3,Transitional B cells
26517,1,Mature B cells
26518,7,Mature B cells
26519,11,MZ B cells
26520,4,Mature B cells
26521,4,Mature B cells
26522,2,CD8 T cells
26523,2,CD8 T cells
26524,4,Mature B cells
26525,"20,0",Ly6-high monocytes
26526,1,Mature B cells
26527,13,B1 B cells
26528,25,B-CD4 T cell doublets
26529,11,MZ B cells
26530,"16,1",MZ/Marco-high macrophages
26531,0,CD4 T cells
26532,4,Mature B cells
26533,0,CD4 T cells
26534,3,Transitional B cells
26535,0,CD4 T cells
26536,0,CD4 T cells
26537,9,Mature B cells
26538,0,CD4 T cells
26539,11,MZ B cells
26540,13,B1 B cells
26541,26,Neutrophils
26542,9,Mature B cells
26543,1,Mature B cells
26544,1,Mature B cells
26545,29,Low quality T cells
26546,18,Ifit3-high CD8 T cells
26547,4,Mature B cells
26548,6,CD122+ CD8 T cells
26549,8,Ifit3-high B cells
26550,"24,0",B-CD8 T cell doublets
26551,4,Mature B cells
26552,1,Mature B cells
26553,0,CD4 T cells
26554,8,Ifit3-high B cells
26555,2,CD8 T cells
26556,0,CD4 T cells
26557,3,Transitional B cells
26558,7,Mature B cells
26559,1,Mature B cells
26560,3,Transitional B cells
26561,1,Mature B cells
26562,19,Cycling B/T cells
26563,3,Transitional B cells
26564,3,Transitional B cells
26565,3,Transitional B cells
26566,7,Mature B cells
26567,8,Ifit3-high B cells
26568,4,Mature B cells
26569,1,Mature B cells
26570,6,CD122+ CD8 T cells
26571,5,Mature B cells
26572,14,Ifit3-high CD4 T cells
26573,1,Mature B cells
26574,"12,1",NK cells
26575,23,T doublets
26576,2,CD8 T cells
26577,6,CD122+ CD8 T cells
26578,9,Mature B cells
26579,25,B-CD4 T cell doublets
26580,13,B1 B cells
26581,4,Mature B cells
26582,0,CD4 T cells
26583,14,Ifit3-high CD4 T cells
26584,18,Ifit3-high CD8 T cells
26585,2,CD8 T cells
26586,13,B1 B cells
26587,7,Mature B cells
26588,"12,1",NK cells
26589,0,CD4 T cells
26590,3,Transitional B cells
26591,13,B1 B cells
26592,0,CD4 T cells
26593,"20,1",Ly6-low monocytes
26594,1,Mature B cells
26595,0,CD4 T cells
26596,0,CD4 T cells
26597,7,Mature B cells
26598,7,Mature B cells
26599,0,CD4 T cells
26600,1,Mature B cells
26601,7,Mature B cells
26602,1,Mature B cells
26603,0,CD4 T cells
26604,3,Transitional B cells
26605,"15,2",Migratory DCs
26606,5,Mature B cells
26607,1,Mature B cells
26608,0,CD4 T cells
26609,0,CD4 T cells
26610,3,Transitional B cells
26611,6,CD122+ CD8 T cells
26612,0,CD4 T cells
26613,23,T doublets
26614,11,MZ B cells
26615,14,Ifit3-high CD4 T cells
26616,0,CD4 T cells
26617,4,Mature B cells
26618,2,CD8 T cells
26619,0,CD4 T cells
26620,17,Low quality B cells
26621,4,Mature B cells
26622,8,Ifit3-high B cells
26623,8,Ifit3-high B cells
26624,"20,0",Ly6-high monocytes
26625,"16,2",Red-pulp macrophages
26626,0,CD4 T cells
26627,0,CD4 T cells
26628,"10,0",Tregs
26629,25,B-CD4 T cell doublets
26630,7,Mature B cells
26631,5,Mature B cells
26632,6,CD122+ CD8 T cells
26633,0,CD4 T cells
26634,5,Mature B cells
26635,27,Activated CD4 T cells
26636,3,Transitional B cells
26637,"20,0",Ly6-high monocytes
26638,3,Transitional B cells
26639,5,Mature B cells
26640,2,CD8 T cells
26641,0,CD4 T cells
26642,0,CD4 T cells
26643,25,B-CD4 T cell doublets
26644,7,Mature B cells
26645,"15,1",cDC1s
26646,0,CD4 T cells
26647,2,CD8 T cells
26648,6,CD122+ CD8 T cells
26649,26,Neutrophils
26650,1,Mature B cells
26651,9,Mature B cells
26652,7,Mature B cells
26653,2,CD8 T cells
26654,18,Ifit3-high CD8 T cells
26655,"12,0",NKT cells
26656,1,Mature B cells
26657,17,Low quality B cells
26658,6,CD122+ CD8 T cells
26659,4,Mature B cells
26660,13,B1 B cells
26661,17,Low quality B cells
26662,9,Mature B cells
26663,5,Mature B cells
26664,4,Mature B cells
26665,3,Transitional B cells
26666,4,Mature B cells
26667,0,CD4 T cells
26668,13,B1 B cells
26669,1,Mature B cells
26670,0,CD4 T cells
26671,1,Mature B cells
26672,1,Mature B cells
26673,14,Ifit3-high CD4 T cells
26674,5,Mature B cells
26675,0,CD4 T cells
26676,18,Ifit3-high CD8 T cells
26677,3,Transitional B cells
26678,6,CD122+ CD8 T cells
26679,0,CD4 T cells
26680,5,Mature B cells
26681,14,Ifit3-high CD4 T cells
26682,4,Mature B cells
26683,0,CD4 T cells
26684,3,Transitional B cells
26685,1,Mature B cells
26686,1,Mature B cells
26687,14,Ifit3-high CD4 T cells
26688,0,CD4 T cells
26689,22,GD T cells
26690,1,Mature B cells
26691,1,Mature B cells
26692,"10,0",Tregs
26693,"15,0",cDC2s
26694,5,Mature B cells
26695,5,Mature B cells
26696,0,CD4 T cells
26697,4,Mature B cells
26698,4,Mature B cells
26699,25,B-CD4 T cell doublets
26700,22,GD T cells
26701,19,Cycling B/T cells
26702,5,Mature B cells
26703,0,CD4 T cells
26704,1,Mature B cells
26705,2,CD8 T cells
26706,3,Transitional B cells
26707,2,CD8 T cells
26708,"10,0",Tregs
26709,0,CD4 T cells
26710,11,MZ B cells
26711,1,Mature B cells
26712,"16,0",B-macrophage doublets
26713,1,Mature B cells
26714,1,Mature B cells
26715,5,Mature B cells
26716,5,Mature B cells
26717,2,CD8 T cells
26718,3,Transitional B cells
26719,28,pDCs
26720,11,MZ B cells
26721,4,Mature B cells
26722,9,Mature B cells
26723,9,Mature B cells
26724,1,Mature B cells
26725,5,Mature B cells
26726,0,CD4 T cells
26727,4,Mature B cells
26728,0,CD4 T cells
26729,1,Mature B cells
26730,2,CD8 T cells
26731,5,Mature B cells
26732,6,CD122+ CD8 T cells
26733,5,Mature B cells
26734,1,Mature B cells
26735,"16,1",MZ/Marco-high macrophages
26736,3,Transitional B cells
26737,2,CD8 T cells
26738,4,Mature B cells
26739,4,Mature B cells
26740,6,CD122+ CD8 T cells
26741,4,Mature B cells
26742,0,CD4 T cells
26743,0,CD4 T cells
26744,1,Mature B cells
26745,4,Mature B cells
26746,4,Mature B cells
26747,0,CD4 T cells
26748,1,Mature B cells
26749,14,Ifit3-high CD4 T cells
26750,0,CD4 T cells
26751,3,Transitional B cells
26752,"12,0",NKT cells
26753,1,Mature B cells
26754,25,B-CD4 T cell doublets
26755,1,Mature B cells
26756,23,T doublets
26757,5,Mature B cells
26758,1,Mature B cells
26759,0,CD4 T cells
26760,1,Mature B cells
26761,0,CD4 T cells
26762,2,CD8 T cells
26763,1,Mature B cells
26764,7,Mature B cells
26765,1,Mature B cells
26766,"15,2",Migratory DCs
26767,6,CD122+ CD8 T cells
26768,2,CD8 T cells
26769,"16,2",Red-pulp macrophages
26770,1,Mature B cells
26771,2,CD8 T cells
26772,7,Mature B cells
26773,3,Transitional B cells
26774,"24,0",B-CD8 T cell doublets
26775,4,Mature B cells
26776,17,Low quality B cells
26777,5,Mature B cells
26778,3,Transitional B cells
26779,1,Mature B cells
26780,0,CD4 T cells
26781,19,Cycling B/T cells
26782,6,CD122+ CD8 T cells
26783,2,CD8 T cells
26784,2,CD8 T cells
26785,2,CD8 T cells
26786,2,CD8 T cells
26787,26,Neutrophils
26788,1,Mature B cells
26789,19,Cycling B/T cells
26790,9,Mature B cells
26791,5,Mature B cells
26792,5,Mature B cells
26793,5,Mature B cells
26794,"10,0",Tregs
26795,5,Mature B cells
26796,2,CD8 T cells
26797,"16,1",MZ/Marco-high macrophages
26798,1,Mature B cells
26799,1,Mature B cells
26800,1,Mature B cells
26801,11,MZ B cells
26802,0,CD4 T cells
26803,14,Ifit3-high CD4 T cells
26804,2,CD8 T cells
26805,25,B-CD4 T cell doublets
26806,21,B doublets
26807,0,CD4 T cells
26808,1,Mature B cells
26809,0,CD4 T cells
26810,11,MZ B cells
26811,14,Ifit3-high CD4 T cells
26812,"10,0",Tregs
26813,4,Mature B cells
26814,2,CD8 T cells
26815,3,Transitional B cells
26816,5,Mature B cells
26817,7,Mature B cells
26818,4,Mature B cells
26819,29,Low quality T cells
26820,1,Mature B cells
26821,5,Mature B cells
26822,7,Mature B cells
26823,1,Mature B cells
26824,4,Mature B cells
26825,3,Transitional B cells
26826,2,CD8 T cells
26827,2,CD8 T cells
26828,2,CD8 T cells
26829,1,Mature B cells
26830,1,Mature B cells
26831,6,CD122+ CD8 T cells
26832,0,CD4 T cells
26833,1,Mature B cells
26834,7,Mature B cells
26835,9,Mature B cells
26836,1,Mature B cells
26837,2,CD8 T cells
26838,1,Mature B cells
26839,"10,1",ICOS-high Tregs
26840,3,Transitional B cells
26841,11,MZ B cells
26842,2,CD8 T cells
26843,19,Cycling B/T cells
26844,1,Mature B cells
26845,11,MZ B cells
26846,23,T doublets
26847,14,Ifit3-high CD4 T cells
26848,3,Transitional B cells
26849,0,CD4 T cells
26850,1,Mature B cells
26851,3,Transitional B cells
26852,"12,0",NKT cells
26853,1,Mature B cells
26854,1,Mature B cells
26855,9,Mature B cells
26856,5,Mature B cells
26857,0,CD4 T cells
26858,13,B1 B cells
26859,0,CD4 T cells
26860,1,Mature B cells
26861,0,CD4 T cells
26862,21,B doublets
26863,8,Ifit3-high B cells
26864,1,Mature B cells
26865,4,Mature B cells
26866,3,Transitional B cells
26867,1,Mature B cells
26868,26,Neutrophils
26869,"10,0",Tregs
26870,6,CD122+ CD8 T cells
26871,0,CD4 T cells
26872,"12,0",NKT cells
26873,1,Mature B cells
26874,21,B doublets
26875,0,CD4 T cells
26876,5,Mature B cells
26877,17,Low quality B cells
26878,"12,1",NK cells
26879,"10,0",Tregs
26880,"15,2",Migratory DCs
26881,3,Transitional B cells
26882,6,CD122+ CD8 T cells
26883,6,CD122+ CD8 T cells
26884,5,Mature B cells
26885,"10,0",Tregs
26886,7,Mature B cells
26887,"15,0",cDC2s
26888,5,Mature B cells
26889,3,Transitional B cells
26890,"16,2",Red-pulp macrophages
26891,4,Mature B cells
26892,0,CD4 T cells
26893,6,CD122+ CD8 T cells
26894,8,Ifit3-high B cells
26895,3,Transitional B cells
26896,"12,0",NKT cells
26897,4,Mature B cells
26898,17,Low quality B cells
26899,11,MZ B cells
26900,"12,0",NKT cells
26901,4,Mature B cells
26902,0,CD4 T cells
26903,21,B doublets
26904,0,CD4 T cells
26905,"15,1",cDC1s
26906,"10,2",Tregs
26907,30,Neutrophils
26908,11,MZ B cells
26909,0,CD4 T cells
26910,2,CD8 T cells
26911,5,Mature B cells
26912,1,Mature B cells
26913,11,MZ B cells
26914,"24,0",B-CD8 T cell doublets
26915,3,Transitional B cells
26916,26,Neutrophils
26917,"12,0",NKT cells
26918,"24,0",B-CD8 T cell doublets
26919,13,B1 B cells
26920,17,Low quality B cells
26921,21,B doublets
26922,4,Mature B cells
26923,0,CD4 T cells
26924,11,MZ B cells
26925,2,CD8 T cells
26926,0,CD4 T cells
26927,1,Mature B cells
26928,5,Mature B cells
26929,13,B1 B cells
26930,1,Mature B cells
26931,21,B doublets
26932,0,CD4 T cells
26933,5,Mature B cells
26934,5,Mature B cells
26935,0,CD4 T cells
26936,"16,1",MZ/Marco-high macrophages
26937,"10,0",Tregs
26938,1,Mature B cells
26939,3,Transitional B cells
26940,18,Ifit3-high CD8 T cells
26941,"24,2",Low quality T cells
26942,5,Mature B cells
26943,14,Ifit3-high CD4 T cells
26944,1,Mature B cells
26945,0,CD4 T cells
26946,"16,1",MZ/Marco-high macrophages
26947,2,CD8 T cells
26948,"20,0",Ly6-high monocytes
26949,4,Mature B cells
26950,7,Mature B cells
26951,28,pDCs
26952,0,CD4 T cells
26953,0,CD4 T cells
26954,11,MZ B cells
26955,0,CD4 T cells
26956,2,CD8 T cells
26957,1,Mature B cells
26958,"16,2",Red-pulp macrophages
26959,2,CD8 T cells
26960,0,CD4 T cells
26961,0,CD4 T cells
26962,2,CD8 T cells
26963,"16,1",MZ/Marco-high macrophages
26964,7,Mature B cells
26965,7,Mature B cells
26966,"16,0",B-macrophage doublets
26967,6,CD122+ CD8 T cells
26968,1,Mature B cells
26969,5,Mature B cells
26970,18,Ifit3-high CD8 T cells
26971,11,MZ B cells
26972,2,CD8 T cells
26973,14,Ifit3-high CD4 T cells
26974,0,CD4 T cells
26975,1,Mature B cells
26976,22,GD T cells
26977,2,CD8 T cells
26978,13,B1 B cells
26979,7,Mature B cells
26980,3,Transitional B cells
26981,2,CD8 T cells
26982,"16,0",B-macrophage doublets
26983,1,Mature B cells
26984,0,CD4 T cells
26985,0,CD4 T cells
26986,3,Transitional B cells
26987,"16,2",Red-pulp macrophages
26988,14,Ifit3-high CD4 T cells
26989,3,Transitional B cells
26990,3,Transitional B cells
26991,0,CD4 T cells
26992,1,Mature B cells
26993,5,Mature B cells
26994,14,Ifit3-high CD4 T cells
26995,2,CD8 T cells
26996,7,Mature B cells
26997,9,Mature B cells
26998,2,CD8 T cells
26999,25,B-CD4 T cell doublets
27000,0,CD4 T cells
27001,6,CD122+ CD8 T cells
27002,1,Mature B cells
27003,2,CD8 T cells
27004,3,Transitional B cells
27005,7,Mature B cells
27006,"12,0",NKT cells
27007,"12,0",NKT cells
27008,2,CD8 T cells
27009,3,Transitional B cells
27010,8,Ifit3-high B cells
27011,4,Mature B cells
27012,18,Ifit3-high CD8 T cells
27013,"20,1",Ly6-low monocytes
27014,5,Mature B cells
27015,0,CD4 T cells
27016,3,Transitional B cells
27017,"20,0",Ly6-high monocytes
27018,11,MZ B cells
27019,18,Ifit3-high CD8 T cells
27020,2,CD8 T cells
27021,6,CD122+ CD8 T cells
27022,2,CD8 T cells
27023,4,Mature B cells
27024,13,B1 B cells
27025,3,Transitional B cells
27026,"10,0",Tregs
27027,4,Mature B cells
27028,"12,0",NKT cells
27029,0,CD4 T cells
27030,2,CD8 T cells
27031,1,Mature B cells
27032,0,CD4 T cells
27033,6,CD122+ CD8 T cells
27034,23,T doublets
27035,22,GD T cells
27036,1,Mature B cells
27037,11,MZ B cells
27038,6,CD122+ CD8 T cells
27039,8,Ifit3-high B cells
27040,1,Mature B cells
27041,5,Mature B cells
27042,0,CD4 T cells
27043,0,CD4 T cells
27044,2,CD8 T cells
27045,0,CD4 T cells
27046,2,CD8 T cells
27047,1,Mature B cells
27048,3,Transitional B cells
27049,3,Transitional B cells
27050,1,Mature B cells
27051,7,Mature B cells
27052,21,B doublets
27053,0,CD4 T cells
27054,4,Mature B cells
27055,1,Mature B cells
27056,8,Ifit3-high B cells
27057,"16,0",B-macrophage doublets
27058,"15,0",cDC2s
27059,5,Mature B cells
27060,9,Mature B cells
27061,18,Ifit3-high CD8 T cells
27062,9,Mature B cells
27063,1,Mature B cells
27064,0,CD4 T cells
27065,14,Ifit3-high CD4 T cells
27066,18,Ifit3-high CD8 T cells
27067,6,CD122+ CD8 T cells
27068,7,Mature B cells
27069,1,Mature B cells
27070,1,Mature B cells
27071,3,Transitional B cells
27072,3,Transitional B cells
27073,0,CD4 T cells
27074,5,Mature B cells
27075,"16,3",Erythrocytes
27076,3,Transitional B cells
27077,5,Mature B cells
27078,9,Mature B cells
27079,2,CD8 T cells
27080,"10,1",ICOS-high Tregs
27081,1,Mature B cells
27082,7,Mature B cells
27083,0,CD4 T cells
27084,"12,1",NK cells
27085,0,CD4 T cells
27086,2,CD8 T cells
27087,4,Mature B cells
27088,"12,0",NKT cells
27089,13,B1 B cells
27090,13,B1 B cells
27091,"10,0",Tregs
27092,4,Mature B cells
27093,0,CD4 T cells
27094,0,CD4 T cells
27095,9,Mature B cells
27096,3,Transitional B cells
27097,14,Ifit3-high CD4 T cells
27098,1,Mature B cells
27099,"16,2",Red-pulp macrophages
27100,2,CD8 T cells
27101,3,Transitional B cells
27102,11,MZ B cells
27103,3,Transitional B cells
27104,3,Transitional B cells
27105,7,Mature B cells
27106,"12,0",NKT cells
27107,"10,1",ICOS-high Tregs
27108,8,Ifit3-high B cells
27109,"24,0",B-CD8 T cell doublets
27110,"15,2",Migratory DCs
27111,8,Ifit3-high B cells
27112,6,CD122+ CD8 T cells
27113,"24,0",B-CD8 T cell doublets
27114,4,Mature B cells
27115,6,CD122+ CD8 T cells
27116,1,Mature B cells
27117,21,B doublets
27118,3,Transitional B cells
27119,"12,0",NKT cells
27120,4,Mature B cells
27121,"15,1",cDC1s
27122,6,CD122+ CD8 T cells
27123,0,CD4 T cells
27124,23,T doublets
27125,11,MZ B cells
27126,0,CD4 T cells
27127,8,Ifit3-high B cells
27128,0,CD4 T cells
27129,5,Mature B cells
27130,23,T doublets
27131,1,Mature B cells
27132,8,Ifit3-high B cells
27133,6,CD122+ CD8 T cells
27134,6,CD122+ CD8 T cells
27135,11,MZ B cells
27136,2,CD8 T cells
27137,0,CD4 T cells
27138,19,Cycling B/T cells
27139,4,Mature B cells
27140,1,Mature B cells
27141,2,CD8 T cells
27142,1,Mature B cells
27143,2,CD8 T cells
27144,3,Transitional B cells
27145,1,Mature B cells
27146,4,Mature B cells
27147,22,GD T cells
27148,5,Mature B cells
27149,17,Low quality B cells
27150,1,Mature B cells
27151,1,Mature B cells
27152,3,Transitional B cells
27153,2,CD8 T cells
27154,4,Mature B cells
27155,4,Mature B cells
27156,1,Mature B cells
27157,18,Ifit3-high CD8 T cells
27158,0,CD4 T cells
27159,23,T doublets
27160,23,T doublets
27161,6,CD122+ CD8 T cells
27162,"10,1",ICOS-high Tregs
27163,14,Ifit3-high CD4 T cells
27164,17,Low quality B cells
27165,1,Mature B cells
27166,8,Ifit3-high B cells
27167,28,pDCs
27168,9,Mature B cells
27169,6,CD122+ CD8 T cells
27170,8,Ifit3-high B cells
27171,9,Mature B cells
27172,1,Mature B cells
27173,5,Mature B cells
27174,14,Ifit3-high CD4 T cells
27175,0,CD4 T cells
27176,0,CD4 T cells
27177,0,CD4 T cells
27178,3,Transitional B cells
27179,0,CD4 T cells
27180,0,CD4 T cells
27181,2,CD8 T cells
27182,7,Mature B cells
27183,1,Mature B cells
27184,0,CD4 T cells
27185,3,Transitional B cells
27186,1,Mature B cells
27187,0,CD4 T cells
27188,2,CD8 T cells
27189,0,CD4 T cells
27190,8,Ifit3-high B cells
27191,7,Mature B cells
27192,2,CD8 T cells
27193,"20,0",Ly6-high monocytes
27194,"12,0",NKT cells
27195,1,Mature B cells
27196,4,Mature B cells
27197,26,Neutrophils
27198,29,Low quality T cells
27199,4,Mature B cells
27200,11,MZ B cells
27201,0,CD4 T cells
27202,2,CD8 T cells
27203,22,GD T cells
27204,17,Low quality B cells
27205,"12,0",NKT cells
27206,"10,1",ICOS-high Tregs
27207,"10,0",Tregs
27208,"12,0",NKT cells
27209,7,Mature B cells
27210,21,B doublets
27211,1,Mature B cells
27212,0,CD4 T cells
27213,17,Low quality B cells
27214,18,Ifit3-high CD8 T cells
27215,"12,1",NK cells
27216,6,CD122+ CD8 T cells
27217,0,CD4 T cells
27218,1,Mature B cells
27219,"15,2",Migratory DCs
27220,0,CD4 T cells
27221,"10,0",Tregs
27222,7,Mature B cells
27223,13,B1 B cells
27224,0,CD4 T cells
27225,"10,0",Tregs
27226,"12,1",NK cells
27227,1,Mature B cells
27228,"10,0",Tregs
27229,0,CD4 T cells
27230,0,CD4 T cells
27231,31,Plasma B cells
27232,8,Ifit3-high B cells
27233,3,Transitional B cells
27234,2,CD8 T cells
27235,5,Mature B cells
27236,9,Mature B cells
27237,"16,0",B-macrophage doublets
27238,6,CD122+ CD8 T cells
27239,"12,0",NKT cells
27240,0,CD4 T cells
27241,0,CD4 T cells
27242,"12,0",NKT cells
27243,4,Mature B cells
27244,4,Mature B cells
27245,"15,2",Migratory DCs
27246,1,Mature B cells
27247,2,CD8 T cells
27248,0,CD4 T cells
27249,"15,2",Migratory DCs
27250,1,Mature B cells
27251,1,Mature B cells
27252,7,Mature B cells
27253,23,T doublets
27254,1,Mature B cells
27255,"15,0",cDC2s
27256,"10,1",ICOS-high Tregs
27257,7,Mature B cells
27258,6,CD122+ CD8 T cells
27259,8,Ifit3-high B cells
27260,4,Mature B cells
27261,5,Mature B cells
27262,9,Mature B cells
27263,11,MZ B cells
27264,"12,1",NK cells
27265,17,Low quality B cells
27266,4,Mature B cells
27267,"10,1",ICOS-high Tregs
27268,0,CD4 T cells
27269,4,Mature B cells
27270,"10,0",Tregs
27271,4,Mature B cells
27272,5,Mature B cells
27273,9,Mature B cells
27274,2,CD8 T cells
27275,8,Ifit3-high B cells
27276,1,Mature B cells
27277,3,Transitional B cells
27278,1,Mature B cells
27279,5,Mature B cells
27280,1,Mature B cells
27281,25,B-CD4 T cell doublets
27282,6,CD122+ CD8 T cells
27283,3,Transitional B cells
27284,1,Mature B cells
27285,13,B1 B cells
27286,23,T doublets
27287,2,CD8 T cells
27288,9,Mature B cells
27289,1,Mature B cells
27290,3,Transitional B cells
27291,"10,0",Tregs
27292,1,Mature B cells
27293,3,Transitional B cells
27294,2,CD8 T cells
27295,18,Ifit3-high CD8 T cells
27296,1,Mature B cells
27297,0,CD4 T cells
27298,2,CD8 T cells
27299,7,Mature B cells
27300,7,Mature B cells
27301,2,CD8 T cells
27302,4,Mature B cells
27303,5,Mature B cells
27304,2,CD8 T cells
27305,17,Low quality B cells
27306,11,MZ B cells
27307,17,Low quality B cells
27308,22,GD T cells
27309,6,CD122+ CD8 T cells
27310,1,Mature B cells
27311,7,Mature B cells
27312,1,Mature B cells
27313,0,CD4 T cells
27314,19,Cycling B/T cells
27315,1,Mature B cells
27316,9,Mature B cells
27317,"15,0",cDC2s
27318,11,MZ B cells
27319,1,Mature B cells
27320,0,CD4 T cells
27321,0,CD4 T cells
27322,2,CD8 T cells
27323,0,CD4 T cells
27324,0,CD4 T cells
27325,2,CD8 T cells
27326,2,CD8 T cells
27327,2,CD8 T cells
27328,1,Mature B cells
27329,3,Transitional B cells
27330,0,CD4 T cells
27331,6,CD122+ CD8 T cells
27332,6,CD122+ CD8 T cells
27333,25,B-CD4 T cell doublets
27334,2,CD8 T cells
27335,7,Mature B cells
27336,"12,0",NKT cells
27337,4,Mature B cells
27338,8,Ifit3-high B cells
27339,1,Mature B cells
27340,0,CD4 T cells
27341,0,CD4 T cells
27342,7,Mature B cells
27343,17,Low quality B cells
27344,"16,1",MZ/Marco-high macrophages
