"","x"
"1336","C1orf56"
"1337","C20orf194"
"1338","C20orf196"
"1339","C20orf197"
"1340","C20orf24"
"1341","C20orf27"
"1342","C20orf96"
"1343","C21orf2"
"1344","C21orf33"
"1345","C21orf58"
"1346","C21orf59"
"1347","C21orf62"
"1348","C21orf91"
"1349","C22orf15"
"1350","C22orf29"
"1351","C22orf34"
"1352","C22orf39"
"1353","C22orf46"
"1354","C2CD2"
"1355","C2CD2L"
"1356","C2CD3"
"1357","C2CD5"
"1358","C2orf15"
"1359","C2orf40"
"1360","C2orf42"
"1361","C2orf44"
"1362","C2orf47"
"1363","C2orf49"
"1364","C2orf68"
"1365","C2orf69"
"1366","C2orf76"
"1367","C2orf81"
"1368","C2orf88"
"1369","C3AR1"
"1370","C3orf14"
"1371","C3orf17"
"1372","C3orf18"
"1373","C3orf33"
"1374","C3orf38"
"1375","C3orf58"
"1376","C3orf62"
"1377","C4orf27"
"1378","C4orf3"
"1379","C4orf32"
"1380","C4orf33"
"1381","C4orf36"
"1382","C4orf46"
"1383","C4orf48"
"1384","C5"
"1385","C5AR1"
"1386","C5AR2"
"1387","C5orf15"
"1388","C5orf22"
"1389","C5orf24"
"1390","C5orf28"
"1391","C5orf30"
"1392","C5orf34"
"1393","C5orf42"
"1394","C5orf45"
"1395","C5orf51"
"1396","C5orf56"
"1397","C5orf63"
"1398","C6orf1"
"1399","C6orf106"
"1400","C6orf120"
"1401","C6orf132"
"1402","C6orf136"
"1403","C6orf203"
"1404","C6orf226"
"1405","C6orf25"
"1406","C6orf3"
"1407","C6orf47"
"1408","C6orf48"
"1409","C6orf52"
"1410","C6orf62"
"1411","C6orf89"
"1412","C6orf99"
"1413","C7orf25"
"1414","C7orf26"
"1415","C7orf31"
"1416","C7orf43"
"1417","C7orf49"
"1418","C7orf50"
"1419","C7orf55"
"1420","C7orf60"
"1421","C7orf61"
"1422","C7orf73"
"1423","C8G"
"1424","C8orf33"
"1425","C8orf37"
"1426","C8orf44"
"1427","C8orf58"
"1428","C8orf59"
"1429","C8orf76"
"1430","C8orf82"
"1431","C9orf106"
"1432","C9orf114"
"1433","C9orf139"
"1434","C9orf142"
"1435","C9orf16"
"1436","C9orf3"
"1437","C9orf40"
"1438","C9orf43"
"1439","C9orf64"
"1440","C9orf66"
"1441","C9orf69"
"1442","C9orf72"
"1443","C9orf78"
"1444","C9orf85"
"1445","C9orf9"
"1446","C9orf91"
"1447","CA11"
"1448","CA13"
"1449","CA2"
"1450","CA5B"
"1451","CAAP1"
"1452","CAB39"
"1453","CAB39L"
"1454","CABIN1"
"1455","CABLES1"
"1456","CABLES2"
"1457","CABP4"
"1458","CACFD1"
"1459","CACNA1A"
"1460","CACNA1C-AS2"
"1461","CACNA1I"
"1462","CACNA2D2"
"1463","CACNA2D3"
"1464","CACNA2D4"
"1465","CACNB1"
"1466","CACNB3"
"1467","CACNB4"
"1468","CACTIN"
"1469","CACUL1"
"1470","CACYBP"
"1471","CAD"
"1472","CADM1"
"1473","CAHM"
"1474","CALCOCO1"
"1475","CALCOCO2"
"1476","CALCRL"
"1477","CALD1"
"1478","CALHM2"
"1479","CALM1"
"1480","CALM2"
"1481","CALM3"
"1482","CALML4"
"1483","CALR"
"1484","CALU"
"1485","CAMK1"
"1486","CAMK1D"
"1487","CAMK2D"
"1488","CAMK2G"
"1489","CAMK4"
"1490","CAMKK1"
"1491","CAMKK2"
"1492","CAMKMT"
"1493","CAMLG"
"1494","CAMSAP1"
"1495","CAMSAP2"
"1496","CAMTA1"
"1497","CAMTA2"
"1498","CAND1"
"1499","CANT1"
"1500","CANX"
"1501","CAP1"
"1502","CAPG"
"1503","CAPN1"
"1504","CAPN10"
"1505","CAPN10-AS1"
"1506","CAPN12"
"1507","CAPN15"
"1508","CAPN2"
"1509","CAPN3"
"1510","CAPN5"
"1511","CAPN7"
"1512","CAPNS1"
"1513","CAPRIN1"
"1514","CAPRIN2"
"1515","CAPS"
"1516","CAPZA1"
"1517","CAPZA2"
"1518","CAPZB"
"1519","CARD11"
"1520","CARD14"
"1521","CARD16"
"1522","CARD6"
"1523","CARD8"
"1524","CARD9"
"1525","CARF"
"1526","CARHSP1"
"1527","CARKD"
"1528","CARM1"
"1529","CARNS1"
"1530","CARS"
"1531","CARS2"
"1532","CASC3"
"1533","CASC4"
"1534","CASC5"
"1535","CASC8"
"1536","CASD1"
"1537","CASK"
"1538","CASP1"
"1539","CASP10"
"1540","CASP2"
"1541","CASP3"
"1542","CASP4"
"1543","CASP6"
"1544","CASP7"
"1545","CASP8"
"1546","CASP8AP2"
"1547","CASP9"
"1548","CASS4"
"1549","CAST"
"1550","CASZ1"
"1551","CAT"
"1552","CATSPER1"
"1553","CATSPER2"
"1554","CATSPER3"
"1555","CATSPERB"
"1556","CATSPERG"
"1557","CBFA2T2"
"1558","CBFA2T3"
"1559","CBFB"
"1560","CBL"
"1561","CBLB"
"1562","CBLL1"
"1563","CBR1"
"1564","CBR3"
"1565","CBR4"
"1566","CBWD1"
"1567","CBWD2"
"1568","CBWD5"
"1569","CBX1"
"1570","CBX3"
"1571","CBX4"
"1572","CBX5"
"1573","CBX6"
"1574","CBX7"
"1575","CBX8"
"1576","CBY1"
"1577","CC2D1A"
"1578","CC2D1B"
"1579","CC2D2A"
"1580","CCAR1"
"1581","CCAR2"
"1582","CCBL1"
"1583","CCBL2"
"1584","CCDC102A"
"1585","CCDC102B"
"1586","CCDC106"
"1587","CCDC107"
"1588","CCDC109B"
"1589","CCDC112"
"1590","CCDC114"
"1591","CCDC115"
"1592","CCDC117"
"1593","CCDC12"
"1594","CCDC120"
"1595","CCDC122"
"1596","CCDC124"
"1597","CCDC125"
"1598","CCDC126"
"1599","CCDC127"
"1600","CCDC13"
"1601","CCDC130"
"1602","CCDC134"
"1603","CCDC136"
"1604","CCDC137"
"1605","CCDC138"
"1606","CCDC14"
"1607","CCDC141"
"1608","CCDC142"
"1609","CCDC146"
"1610","CCDC149"
"1611","CCDC15"
"1612","CCDC151"
"1613","CCDC152"
"1614","CCDC153"
"1615","CCDC154"
"1616","CCDC157"
"1617","CCDC159"
"1618","CCDC163P"
"1619","CCDC167"
"1620","CCDC170"
"1621","CCDC171"
"1622","CCDC174"
"1623","CCDC18"
"1624","CCDC22"
"1625","CCDC24"
"1626","CCDC25"
"1627","CCDC28A"
"1628","CCDC28B"
"1629","CCDC3"
"1630","CCDC30"
"1631","CCDC34"
"1632","CCDC43"
"1633","CCDC47"
"1634","CCDC50"
"1635","CCDC51"
"1636","CCDC53"
"1637","CCDC57"
"1638","CCDC58"
"1639","CCDC59"
"1640","CCDC6"
"1641","CCDC61"
"1642","CCDC62"
"1643","CCDC64"
"1644","CCDC65"
"1645","CCDC66"
"1646","CCDC69"
"1647","CCDC7"
"1648","CCDC71"
"1649","CCDC71L"
"1650","CCDC77"
"1651","CCDC78"
"1652","CCDC82"
"1653","CCDC84"
"1654","CCDC85B"
"1655","CCDC85C"
"1656","CCDC86"
"1657","CCDC88A"
"1658","CCDC88B"
"1659","CCDC88C"
"1660","CCDC9"
"1661","CCDC90B"
"1662","CCDC91"
"1663","CCDC92"
"1664","CCDC93"
"1665","CCDC94"
"1666","CCDC97"
"1667","CCHCR1"
"1668","CCL20"
"1669","CCL28"
"1670","CCL3"
"1671","CCL4"
"1672","CCL5"
"1673","CCM2"
"1674","CCNA2"
"1675","CCNB1"
"1676","CCNB1IP1"
"1677","CCNB2"
"1678","CCNC"
"1679","CCND1"
"1680","CCND2"
"1681","CCND3"
"1682","CCNDBP1"
"1683","CCNE1"
"1684","CCNE2"
"1685","CCNF"
"1686","CCNG1"
"1687","CCNG2"
"1688","CCNH"
"1689","CCNI"
"1690","CCNI2"
"1691","CCNJ"
"1692","CCNJL"
"1693","CCNK"
"1694","CCNL1"
"1695","CCNL2"
"1696","CCNT1"
"1697","CCNT2"
"1698","CCNY"
"1699","CCNYL1"
"1700","CCP110"
"1701","CCPG1"
"1702","CCR1"
"1703","CCR10"
"1704","CCR2"
"1705","CCR4"
"1706","CCR6"
"1707","CCR7"
"1708","CCR9"
"1709","CCRL2"
"1710","CCS"
"1711","CCSAP"
"1712","CCSER1"
"1713","CCSER2"
"1714","CCT2"
"1715","CCT3"
"1716","CCT4"
"1717","CCT5"
"1718","CCT6A"
"1719","CCT6B"
"1720","CCT7"
"1721","CCT8"
"1722","CCZ1"
"1723","CCZ1B"
"1724","CD101"
"1725","CD14"
"1726","CD151"
"1727","CD160"
"1728","CD163"
"1729","CD164"
"1730","CD180"
"1731","CD19"
"1732","CD1A"
"1733","CD1C"
"1734","CD1D"
"1735","CD2"
"1736","CD200"
"1737","CD200R1"
"1738","CD22"
"1739","CD226"
"1740","CD244"
"1741","CD247"
"1742","CD248"
"1743","CD27"
"1744","CD274"
"1745","CD28"
"1746","CD2AP"
"1747","CD2BP2"
"1748","CD300A"
"1749","CD300C"
"1750","CD300E"
"1751","CD300LB"
"1752","CD300LF"
"1753","CD302"
"1754","CD320"
"1755","CD33"
"1756","CD36"
"1757","CD37"
"1758","CD38"
"1759","CD3D"
"1760","CD3E"
"1761","CD3EAP"
"1762","CD3G"
"1763","CD4"
"1764","CD40"
"1765","CD40LG"
"1766","CD44"
"1767","CD46"
"1768","CD47"
"1769","CD48"
"1770","CD5"
"1771","CD52"
"1772","CD53"
"1773","CD55"
"1774","CD58"
"1775","CD59"
"1776","CD6"
"1777","CD63"
"1778","CD68"
"1779","CD69"
"1780","CD7"
"1781","CD72"
"1782","CD74"
"1783","CD79A"
"1784","CD79B"
"1785","CD81"
"1786","CD82"
"1787","CD83"
"1788","CD84"
"1789","CD86"
"1790","CD8A"
"1791","CD8B"
"1792","CD9"
"1793","CD93"
"1794","CD96"
"1795","CD99"
"1796","CD99L2"
"1797","CDA"
"1798","CDADC1"
"1799","CDAN1"
"1800","CDC123"
"1801","CDC14A"
"1802","CDC14B"
"1803","CDC16"
"1804","CDC20"
"1805","CDC23"
"1806","CDC25B"
"1807","CDC27"
"1808","CDC34"
"1809","CDC37"
"1810","CDC37L1"
"1811","CDC40"
"1812","CDC42"
"1813","CDC42BPA"
"1814","CDC42BPB"
"1815","CDC42EP1"
"1816","CDC42EP2"
"1817","CDC42EP3"
"1818","CDC42EP4"
"1819","CDC42SE1"
"1820","CDC42SE2"
"1821","CDC45"
"1822","CDC5L"
"1823","CDC7"
"1824","CDC73"
"1825","CDCA3"
"1826","CDCA4"
"1827","CDCA5"
"1828","CDCA7"
"1829","CDCA7L"
"1830","CDCA8"
"1831","CDH23"
"1832","CDH26"
"1833","CDHR3"
"1834","CDIP1"
"1835","CDIPT"
"1836","CDK1"
"1837","CDK10"
"1838","CDK11A"
"1839","CDK11B"
"1840","CDK12"
"1841","CDK13"
"1842","CDK14"
"1843","CDK16"
"1844","CDK17"
"1845","CDK18"
"1846","CDK19"
"1847","CDK2"
"1848","CDK20"
"1849","CDK2AP2"
"1850","CDK4"
"1851","CDK5"
"1852","CDK5R1"
"1853","CDK5RAP1"
"1854","CDK5RAP2"
"1855","CDK5RAP3"
"1856","CDK6"
"1857","CDK7"
"1858","CDK8"
"1859","CDK9"
"1860","CDKAL1"
"1861","CDKL1"
"1862","CDKL3"
"1863","CDKN1A"
"1864","CDKN1B"
"1865","CDKN1C"
"1866","CDKN2A"
"1867","CDKN2AIP"
"1868","CDKN2AIPNL"
"1869","CDKN2C"
"1870","CDKN2D"
"1871","CDKN3"
"1872","CDNF"
"1873","CDPF1"
"1874","CDR2"
"1875","CDS2"
"1876","CDT1"
"1877","CDV3"
"1878","CDYL"
"1879","CDYL2"
"1880","CEACAM1"
"1881","CEACAM19"
"1882","CEACAM21"
"1883","CEACAM3"
"1884","CEACAM4"
"1885","CEBPA"
"1886","CEBPB"
"1887","CEBPD"
"1888","CEBPE"
"1889","CEBPG"
"1890","CEBPZ"
"1891","CECR1"
"1892","CECR5"
"1893","CECR7"
"1894","CELA1"
"1895","CELF1"
"1896","CELF2"
"1897","CELSR1"
"1898","CELSR2"
"1899","CENPA"
"1900","CENPB"
"1901","CENPBD1"
"1902","CENPC"
"1903","CENPE"
"1904","CENPF"
"1905","CENPH"
"1906","CENPJ"
"1907","CENPK"
"1908","CENPL"
"1909","CENPM"
"1910","CENPN"
"1911","CENPO"
"1912","CENPP"
"1913","CENPQ"
"1914","CENPT"
"1915","CENPV"
"1916","CENPW"
"1917","CEP104"
"1918","CEP112"
"1919","CEP120"
"1920","CEP128"
"1921","CEP135"
"1922","CEP152"
"1923","CEP164"
"1924","CEP170"
"1925","CEP19"
"1926","CEP192"
"1927","CEP250"
"1928","CEP290"
"1929","CEP350"
"1930","CEP41"
"1931","CEP44"
"1932","CEP55"
"1933","CEP57"
"1934","CEP57L1"
"1935","CEP63"
"1936","CEP68"
"1937","CEP70"
"1938","CEP72"
"1939","CEP76"
"1940","CEP78"
"1941","CEP85"
"1942","CEP85L"
"1943","CEP89"
"1944","CEP95"
"1945","CEP97"
"1946","CEPT1"
"1947","CERCAM"
"1948","CERK"
"1949","CERS2"
"1950","CERS4"
"1951","CERS5"
"1952","CERS6"
"1953","CES2"
"1954","CES4A"
"1955","CETN2"
"1956","CETN3"
"1957","CETP"
"1958","CFD"
"1959","CFDP1"
"1960","CFH"
"1961","CFL1"
"1962","CFL2"
"1963","CFLAR"
"1964","CFP"
"1965","CGGBP1"
"1966","CGRRF1"
"1967","CHAC2"
"1968","CHAF1A"
"1969","CHAF1B"
"1970","CHAMP1"
"1971","CHCHD1"
"1972","CHCHD10"
"1973","CHCHD2"
"1974","CHCHD3"
"1975","CHCHD4"
"1976","CHCHD5"
"1977","CHCHD6"
"1978","CHCHD7"
"1979","CHD1"
"1980","CHD1L"
"1981","CHD2"
"1982","CHD3"
"1983","CHD4"
"1984","CHD6"
"1985","CHD7"
"1986","CHD8"
"1987","CHD9"
"1988","CHEK1"
"1989","CHEK2"
"1990","CHERP"
"1991","CHFR"
"1992","CHI3L2"
"1993","CHIC1"
"1994","CHIC2"
"1995","CHID1"
"1996","CHKA"
"1997","CHKB"
"1998","CHKB-AS1"
"1999","CHM"
"2000","CHML"
"2001","CHMP1A"
"2002","CHMP1B"
"2003","CHMP2A"
"2004","CHMP2B"
"2005","CHMP3"
"2006","CHMP4A"
"2007","CHMP4B"
"2008","CHMP5"
"2009","CHMP6"
"2010","CHMP7"
"2011","CHN2"
"2012","CHORDC1"
"2013","CHP1"
"2014","CHPF"
"2015","CHPF2"
"2016","CHPT1"
"2017","CHRAC1"
"2018","CHRM3-AS2"
"2019","CHRNB1"
"2020","CHRNE"
"2021","CHST10"
"2022","CHST11"
"2023","CHST12"
"2024","CHST13"
"2025","CHST14"
"2026","CHST15"
"2027","CHST2"
"2028","CHST7"
"2029","CHSY1"
"2030","CHTF18"
"2031","CHTOP"
"2032","CHUK"
"2033","CHURC1"
"2034","CIAO1"
"2035","CIAPIN1"
"2036","CIB1"
"2037","CIB2"
"2038","CIC"
"2039","CIDEB"
"2040","CIITA"
"2041","CINP"
"2042","CIR1"
"2043","CIRBP"
"2044","CISD1"
"2045","CISD2"
"2046","CISD3"
"2047","CISH"
"2048","CITED2"
"2049","CITED4"
"2050","CITF22-92A6.1"
"2051","CIZ1"
"2052","CKAP2"
"2053","CKAP2L"
"2054","CKAP4"
"2055","CKAP5"
"2056","CKB"
"2057","CKLF"
"2058","CKMT2-AS1"
"2059","CKS2"
"2060","CLASP1"
"2061","CLASP2"
"2062","CLASRP"
"2063","CLCC1"
"2064","CLCF1"
"2065","CLCN3"
"2066","CLCN4"
"2067","CLCN5"
"2068","CLCN6"
"2069","CLCN7"
"2070","CLDN15"
"2071","CLDN5"
"2072","CLDN7"
"2073","CLDND1"
"2074","CLDND2"
"2075","CLEC10A"
"2076","CLEC11A"
"2077","CLEC12A"
"2078","CLEC16A"
"2079","CLEC1A"
"2080","CLEC2B"
"2081","CLEC2D"
"2082","CLEC4A"
"2083","CLEC4C"
"2084","CLEC4D"
"2085","CLEC4E"
"2086","CLEC4G"
"2087","CLEC5A"
"2088","CLEC7A"
"2089","CLECL1"
"2090","CLHC1"
"2091","CLIC1"
"2092","CLIC2"
"2093","CLIC3"
"2094","CLIC4"
"2095","CLINT1"
"2096","CLIP1"
"2097","CLIP2"
"2098","CLIP4"
"2099","CLK1"
"2100","CLK2"
"2101","CLK3"
"2102","CLK4"
"2103","CLMN"
"2104","CLN5"
"2105","CLN6"
"2106","CLN8"
"2107","CLNK"
"2108","CLNS1A"
"2109","CLOCK"
"2110","CLP1"
"2111","CLPB"
"2112","CLPP"
"2113","CLPTM1"
"2114","CLPTM1L"
"2115","CLPX"
"2116","CLSPN"
"2117","CLSTN1"
"2118","CLSTN3"
"2119","CLTA"
"2120","CLTB"
"2121","CLTC"
"2122","CLTCL1"
"2123","CLU"
"2124","CLUAP1"
"2125","CLUH"
"2126","CLYBL"
"2127","CMAS"
"2128","CMC1"
"2129","CMC2"
"2130","CMIP"
"2131","CMKLR1"
"2132","CMPK1"
"2133","CMPK2"
"2134","CMSS1"
"2135","CMTM2"
"2136","CMTM3"
"2137","CMTM4"
"2138","CMTM5"
"2139","CMTM6"
"2140","CMTM7"
"2141","CMTM8"
"2142","CMTR1"
"2143","CMTR2"
"2144","CNBP"
"2145","CNDP2"
"2146","CNEP1R1"
"2147","CNFN"
"2148","CNIH1"
"2149","CNIH3"
"2150","CNIH4"
"2151","CNKSR1"
"2152","CNKSR2"
"2153","CNN2"
"2154","CNN3"
"2155","CNNM2"
"2156","CNNM3"
"2157","CNNM4"
"2158","CNOT1"
"2159","CNOT10"
"2160","CNOT11"
"2161","CNOT2"
"2162","CNOT3"
"2163","CNOT4"
"2164","CNOT6"
"2165","CNOT6L"
"2166","CNOT7"
"2167","CNOT8"
"2168","CNP"
"2169","CNPPD1"
"2170","CNPY2"
"2171","CNPY3"
"2172","CNPY4"
"2173","CNR2"
"2174","CNST"
"2175","CNTLN"
"2176","CNTRL"
"2177","CNTROB"
"2178","COA1"
"2179","COA3"
"2180","COA4"
"2181","COA5"
"2182","COA6"
"2183","COASY"
"2184","COBLL1"
"2185","COCH"
"2186","COG1"
"2187","COG2"
"2188","COG3"
"2189","COG4"
"2190","COG5"
"2191","COG6"
"2192","COG7"
"2193","COG8"
"2194","COIL"
"2195","COL18A1"
"2196","COL19A1"
"2197","COL4A3BP"
"2198","COL6A2"
"2199","COL6A3"
"2200","COL9A2"
"2201","COL9A3"
"2202","COLGALT1"
"2203","COLGALT2"
"2204","COLQ"
"2205","COMMD1"
"2206","COMMD10"
"2207","COMMD2"
"2208","COMMD3"
"2209","COMMD4"
"2210","COMMD5"
"2211","COMMD6"
"2212","COMMD7"
"2213","COMMD8"
"2214","COMMD9"
"2215","COMT"
"2216","COMTD1"
"2217","COPA"
"2218","COPB1"
"2219","COPB2"
"2220","COPE"
"2221","COPG1"
"2222","COPG2"
"2223","COPRS"
"2224","COPS2"
"2225","COPS3"
"2226","COPS4"
"2227","COPS5"
"2228","COPS6"
"2229","COPS7A"
"2230","COPS7B"
"2231","COPS8"
"2232","COPZ1"
"2233","COPZ2"
"2234","COQ10A"
"2235","COQ10B"
"2236","COQ2"
"2237","COQ3"
"2238","COQ4"
"2239","COQ5"
"2240","COQ6"
"2241","COQ7"
"2242","COQ9"
"2243","CORO1A"
"2244","CORO1B"
"2245","CORO1C"
"2246","CORO2A"
"2247","CORO7"
"2248","COTL1"
"2249","COX10"
"2250","COX11"
"2251","COX14"
"2252","COX15"
"2253","COX16"
"2254","COX17"
"2255","COX18"
"2256","COX19"
"2257","COX20"
"2258","COX4I1"
"2259","COX5A"
"2260","COX5B"
"2261","COX6A1"
"2262","COX6B1"
"2263","COX6C"
"2264","COX7A2"
"2265","COX7A2L"
"2266","COX7B"
"2267","COX7C"
"2268","COX8A"
"2269","CPA5"
"2270","CPAMD8"
"2271","CPD"
"2272","CPEB2"
"2273","CPEB3"
"2274","CPEB4"
"2275","CPED1"
"2276","CPLX1"
"2277","CPM"
"2278","CPNE1"
"2279","CPNE2"
"2280","CPNE3"
"2281","CPNE5"
"2282","CPNE7"
"2283","CPNE8"
"2284","CPOX"
"2285","CPPED1"
"2286","CPQ"
"2287","CPSF1"
"2288","CPSF2"
"2289","CPSF3"
"2290","CPSF3L"
"2291","CPSF4"
"2292","CPSF6"
"2293","CPSF7"
"2294","CPT1A"
"2295","CPT2"
"2296","CPVL"
"2297","CR1"
"2298","CR2"
"2299","CRADD"
"2300","CRAT"
"2301","CRBN"
"2302","CRCP"
"2303","CREB1"
"2304","CREB3"
"2305","CREB3L2"
"2306","CREB3L4"
"2307","CREB5"
"2308","CREBBP"
"2309","CREBL2"
"2310","CREBRF"
"2311","CREBZF"
"2312","CREG1"
"2313","CRELD1"
"2314","CRELD2"
"2315","CREM"
"2316","CRIM1"
"2317","CRIP2"
"2318","CRIP3"
"2319","CRIPAK"
"2320","CRIPT"
"2321","CRISPLD2"
"2322","CRK"
"2323","CRKL"
"2324","CRLF3"
"2325","CRLS1"
"2326","CRNKL1"
"2327","CROCC"
"2328","CROT"
"2329","CRTAM"
"2330","CRTAP"
"2331","CRTC1"
"2332","CRTC2"
"2333","CRTC3"
"2334","CRY1"
"2335","CRY2"
"2336","CRYGS"
"2337","CRYL1"
"2338","CRYZ"
"2339","CRYZL1"
"2340","CS"
"2341","CSAD"
"2342","CSDE1"
"2343","CSE1L"
"2344","CSF1"
"2345","CSF1R"
"2346","CSF2RA"
"2347","CSF2RB"
"2348","CSF3R"
"2349","CSGALNACT1"
"2350","CSGALNACT2"
"2351","CSK"
"2352","CSNK1A1"
"2353","CSNK1D"
"2354","CSNK1E"
"2355","CSNK1G1"
"2356","CSNK1G2"
"2357","CSNK1G3"
"2358","CSNK2A1"
"2359","CSNK2A2"
"2360","CSNK2B"
"2361","CSPP1"
"2362","CSRNP1"
"2363","CSRNP2"
"2364","CSRP1"
"2365","CSRP2BP"
"2366","CST3"
"2367","CST7"
"2368","CSTA"
"2369","CSTB"
"2370","CSTF1"
"2371","CSTF2"
"2372","CSTF2T"
"2373","CSTF3"
"2374","CTA-14H9.5"
"2375","CTA-204B4.2"
"2376","CTA-292E10.6"
"2377","CTA-29F11.1"
"2378","CTA-384D8.34"
"2379","CTA-384D8.35"
"2380","CTA-384D8.36"
"2381","CTA-445C9.14"
"2382","CTAGE5"
"2383","CTB-113D17.1"
"2384","CTB-113I20.2"
"2385","CTB-113P19.5"
"2386","CTB-129O4.1"
"2387","CTB-129P6.4"
"2388","CTB-133G6.1"
"2389","CTB-133G6.2"
"2390","CTB-13F3.1"
"2391","CTB-152G17.6"
"2392","CTB-25B13.12"
"2393","CTB-31O20.2"
"2394","CTB-32O4.2"
"2395","CTB-50L17.16"
"2396","CTB-55O6.12"
"2397","CTB-58E17.1"
"2398","CTB-61M7.2"
"2399","CTBP1"
"2400","CTBP1-AS2"
"2401","CTBP2"
"2402","CTBS"
"2403","CTC-232P5.1"
"2404","CTC-241N9.1"
"2405","CTC-246B18.10"
"2406","CTC-250I14.6"
"2407","CTC-273B12.10"
"2408","CTC-301O7.4"
"2409","CTC-308K20.1"
"2410","CTC-338M12.5"
"2411","CTC-378H22.2"
"2412","CTC-425F1.4"
"2413","CTC-428H11.2"
"2414","CTC-444N24.11"
"2415","CTC-444N24.6"
"2416","CTC-444N24.8"
"2417","CTC-459F4.3"
"2418","CTC-479C5.12"
"2419","CTC-503J8.4"
"2420","CTC-508F8.1"
"2421","CTC-523E23.11"
"2422","CTC-524C5.2"
"2423","CTC-534A2.2"
"2424","CTC-550B14.7"
"2425","CTC1"
"2426","CTCF"
"2427","CTD-2006K23.1"
"2428","CTD-2007H13.3"
"2429","CTD-2012K14.7"
"2430","CTD-2015H6.3"
"2431","CTD-2017D11.1"
"2432","CTD-2020K17.1"
"2433","CTD-2020K17.3"
"2434","CTD-2020K17.4"
"2435","CTD-2031P19.5"
"2436","CTD-2034I4.2"
"2437","CTD-2035E11.3"
"2438","CTD-2035E11.5"
"2439","CTD-2047H16.4"
"2440","CTD-2090I13.1"
"2441","CTD-2165H16.4"
"2442","CTD-2186M15.3"
"2443","CTD-2203K17.1"
"2444","CTD-2256P15.2"
"2445","CTD-2260A17.1"
"2446","CTD-2260A17.2"
"2447","CTD-2270L9.4"
"2448","CTD-2287O16.5"
"2449","CTD-2336O2.1"
"2450","CTD-2341M24.1"
"2451","CTD-2342J14.6"
"2452","CTD-2349P21.9"
"2453","CTD-2353F22.1"
"2454","CTD-2366F13.1"
"2455","CTD-2515A14.1"
"2456","CTD-2517O10.6"
"2457","CTD-2528L19.6"
"2458","CTD-2532N20.1"
"2459","CTD-2538C1.2"
"2460","CTD-2544N14.3"
"2461","CTD-2545M3.8"
"2462","CTD-2547L16.1"
"2463","CTD-2561B21.11"
"2464","CTD-2562J15.6"
"2465","CTD-2571L23.8"
"2466","CTD-2576D5.4"
"2467","CTD-2587M2.1"
"2468","CTD-2651B20.3"
"2469","CTD-2666L21.1"
"2470","CTD-3074O7.5"
"2471","CTD-3131K8.2"
"2472","CTD-3138B18.5"
"2473","CTD-3184A7.4"
"2474","CTD-3185P2.1"
"2475","CTDNEP1"
"2476","CTDP1"
"2477","CTDSP1"
"2478","CTDSP2"
"2479","CTDSPL"
"2480","CTDSPL2"
"2481","CTH"
"2482","CTIF"
"2483","CTNNA1"
"2484","CTNNAL1"
"2485","CTNNB1"
"2486","CTNNBIP1"
"2487","CTNNBL1"
"2488","CTNND1"
"2489","CTNS"
"2490","CTPS1"
"2491","CTPS2"
"2492","CTR9"
"2493","CTSA"
"2494","CTSB"
"2495","CTSC"
"2496","CTSD"
"2497","CTSF"
"2498","CTSG"
"2499","CTSH"
"2500","CTSK"
"2501","CTSL"
"2502","CTSO"
"2503","CTSS"
"2504","CTSW"
"2505","CTSZ"
"2506","CTTN"
"2507","CTTNBP2NL"
"2508","CTU1"
"2509","CTU2"
"2510","CUBN"
"2511","CUEDC1"
"2512","CUEDC2"
"2513","CUL1"
"2514","CUL2"
"2515","CUL3"
"2516","CUL4A"
"2517","CUL4B"
"2518","CUL5"
"2519","CUL7"
"2520","CUL9"
"2521","CUTA"
"2522","CUTC"
"2523","CUX1"
"2524","CWC15"
"2525","CWC22"
"2526","CWC25"
"2527","CWC27"
"2528","CWF19L1"
"2529","CWF19L2"
"2530","CX3CR1"
"2531","CXCL1"
"2532","CXCL16"
"2533","CXCL2"
"2534","CXCR1"
"2535","CXCR2"
"2536","CXCR3"
"2537","CXCR4"
"2538","CXCR5"
"2539","CXXC1"
"2540","CXXC5"
"2541","CXorf21"
"2542","CXorf23"
"2543","CXorf38"
"2544","CXorf40A"
"2545","CXorf40B"
"2546","CXorf56"
"2547","CXorf65"
"2548","CYB561"
"2549","CYB561A3"
"2550","CYB561D1"
"2551","CYB561D2"
"2552","CYB5A"
"2553","CYB5B"
"2554","CYB5D1"
"2555","CYB5D2"
"2556","CYB5R1"
"2557","CYB5R3"
"2558","CYB5R4"
"2559","CYB5RL"
"2560","CYBA"
"2561","CYBB"
"2562","CYBRD1"
"2563","CYC1"
"2564","CYCS"
"2565","CYFIP1"
"2566","CYFIP2"
"2567","CYGB"
"2568","CYHR1"
"2569","CYLD"
"2570","CYP1B1"
"2571","CYP1B1-AS1"
"2572","CYP20A1"
"2573","CYP27A1"
"2574","CYP2R1"
"2575","CYP2U1"
"2576","CYP3A5"
"2577","CYP4F22"
"2578","CYP4V2"
"2579","CYSLTR1"
"2580","CYSLTR2"
"2581","CYSTM1"
"2582","CYTH1"
"2583","CYTH2"
"2584","CYTH3"
"2585","CYTH4"
"2586","CYTIP"
"2587","CYTL1"
"2588","D2HGDH"
"2589","DAAM1"
"2590","DAB2"
"2591","DACT1"
"2592","DAD1"
"2593","DAG1"
"2594","DAGLB"
